title,views,likes,comment_count
Video 137,484317,35859,2615
Video 138,673788,42941,3538
Video 139,993309,34328,7255
Video 140,357741,374,9322
Video 141,331589,797,5566
Video 142,530337,3422,2259
Video 143,229696,31803,1003
Video 144,29340,16240,5283
Video 145,544409,18411,6330
Video 146,317838,7760,9460
Video 147,165033,20943,2419
Video 148,85548,12548,3647
Video 149,774771,10990,3042
Video 150,56164,46114,2399
Video 151,741214,26551,9539
Video 152,38320,47719,4875
Video 153,360563,26911,9724
Video 154,315032,30933,2427
Video 155,752213,40147,21
Video 156,740049,13902,9089
Video 157,978460,24289,1675
Video 158,521204,2351,3215
Video 159,111641,6365,9997
Video 160,266719,26808,8540
Video 161,404275,18800,8565
Video 162,475080,37756,8928
Video 163,962016,23726,3781
Video 164,459005,27189,2297
Video 165,293711,44263,6310
Video 166,290921,45399,6585
Video 167,800350,8707,3593
Video 168,161664,44168,603
Video 169,222597,48905,6188
Video 170,741722,28305,7373
Video 171,115960,21864,9091
Video 172,3825,13901,4115
Video 173,901627,335,2308
Video 174,777924,16686,8850
Video 175,752673,36192,540
Video 176,830685,9829,7646
Video 177,710400,39328,5109
Video 178,301016,12360,8183
Video 179,693732,2485,3574
Video 180,60052,36398,1179
Video 181,924695,21126,9397
Video 182,872600,13757,8686
Video 183,239807,16053,2427
Video 184,589847,14030,901
Video 185,867056,13613,1771
Video 186,426704,17903,280
Video 187,239561,9585,7801
Video 188,291139,43132,8450
Video 189,437094,32734,2319
Video 190,464149,4288,7915
Video 191,579848,6071,1560
Video 192,775934,17773,9915
Video 193,216666,11227,1805
Video 194,813022,10372,1862
Video 195,368625,23696,3403
Video 196,633597,45802,2798
Video 197,781592,5384,616
Video 198,343554,30472,5324
Video 199,395209,49782,8525
Video 200,745338,8834,1353
Video 201,70830,10578,8497
Video 202,98358,15832,1241
Video 203,730746,22436,7531
Video 204,449585,8962,6020
Video 205,220988,20245,1508
Video 206,382149,40001,1268
Video 207,70875,16809,3281
Video 208,274981,23048,1096
Video 209,422011,32470,1984
Video 210,949754,12720,9392
Video 211,394026,28850,7002
Video 212,410890,31706,4855
Video 213,50080,3673,4188
Video 214,354674,1198,9242
Video 215,435260,8503,2582
Video 216,472984,32281,2368
Video 217,89655,21858,5077
Video 218,689681,36074,2797
Video 219,24583,26861,1054
Video 220,641052,12998,3743
Video 221,849412,8401,2009
Video 222,955821,21455,2693
Video 223,188566,3143,9722
Video 224,852186,39561,729
Video 225,241399,40642,6923
Video 226,258355,24013,8088
Video 227,467815,20288,7301
Video 228,112130,6819,6918
Video 229,476403,10194,464
Video 230,312632,1626,3768
Video 231,286485,1553,7931
Video 232,461944,41687,1034
Video 233,102452,49889,2792
Video 234,519714,25733,1217
Video 235,440889,29703,6909
Video 236,821546,19013,3742
Video 237,731198,8226,6634
Video 238,973143,1668,1521
Video 239,681025,18670,3895
Video 240,699853,31869,5758
Video 241,727347,18299,274
Video 242,958005,14287,4961
Video 243,651870,4764,7868
Video 244,193957,3819,5174
Video 245,354981,23456,8922
Video 246,90096,3750,4569
Video 247,600411,13216,4282
Video 248,813145,37955,7992
Video 249,156296,11418,3285
Video 250,38014,35029,2670
Video 251,822786,27359,3930
Video 252,18704,1846,5158
Video 253,171275,5901,5312
Video 254,22310,47524,4121
Video 255,340567,12671,3553
Video 256,984704,15361,6567
Video 257,92396,36308,3651
Video 258,472268,36606,4835
Video 259,403160,28942,9018
Video 260,795990,25057,9044
Video 261,370934,19268,2700
Video 262,870372,37135,2064
Video 263,621700,7271,509
Video 264,163210,26448,1688
Video 265,118819,8717,3165
Video 266,813042,16215,2247
Video 267,493884,40266,1119
Video 268,169807,9166,8999
Video 269,697516,34099,5107
Video 270,270135,26267,1925
Video 271,494878,40464,274
Video 272,856835,40395,5978
Video 273,626123,42570,4553
Video 274,207675,23497,2711
Video 275,6562,32807,9256
Video 276,178352,29544,2664
Video 277,322402,24750,6450
Video 278,587279,47028,631
Video 279,310417,30847,5842
Video 280,208198,49242,2420
Video 281,259337,14428,9324
Video 282,476022,23438,193
Video 283,961152,21460,6882
Video 284,912199,11387,223
Video 285,755967,29749,3638
Video 286,456121,16127,5468
Video 287,785913,332,2149
Video 288,610301,23426,1954
Video 289,600338,4611,5779
Video 290,778743,7708,7714
Video 291,153068,21097,8844
Video 292,2022,44292,3171
Video 293,417171,16812,1644
Video 294,946017,7151,9296
Video 295,979474,16322,4907
Video 296,146982,5862,5571
Video 297,160654,4455,2999
Video 298,97862,46265,1895
Video 299,1174,48328,4818
Video 300,512490,21215,7557
Video 301,192074,48724,3773
Video 302,399428,38798,8260
Video 303,773735,39729,1602
Video 304,396648,17332,3633
Video 305,220080,782,289
Video 306,379668,5092,6557
Video 307,817991,17417,7499
Video 308,680644,6959,9083
Video 309,413742,13077,6170
Video 310,561729,35262,2878
Video 311,902860,28244,954
Video 312,503029,13824,565
Video 313,912720,26163,9967
Video 314,292880,2925,6106
Video 315,332207,33535,8046
Video 316,728478,40256,9517
Video 317,892887,42770,1292
Video 318,387471,2310,3389
Video 319,887592,26404,2363
Video 320,198275,2336,1380
Video 321,69062,46947,8995
Video 322,140904,12283,4519
Video 323,914152,36143,1016
Video 324,127927,12340,5618
Video 325,577553,21950,3512
Video 326,472397,38749,4858
Video 327,737983,41162,7161
Video 328,756662,23993,5804
Video 329,725613,36492,7966
Video 330,46471,19745,4396
Video 331,770422,39363,2878
Video 332,878109,483,709
Video 333,106258,38292,9855
Video 334,509592,17544,7304
Video 335,540510,35892,3548
Video 336,667878,19396,2257
Video 337,655670,40390,4098
Video 338,527520,39208,6851
Video 339,268688,22880,787
Video 340,119859,26027,1242
Video 341,903982,14231,3272
Video 342,861086,26102,2082
Video 343,27985,41750,8316
Video 344,890926,20734,8938
Video 345,678204,19787,9751
Video 346,218937,22645,6772
Video 347,699810,49218,8506
Video 348,772006,13630,1947
Video 349,636541,48085,9311
Video 350,397460,6495,43
Video 351,379714,22520,6431
Video 352,162880,13498,108
Video 353,53333,17662,4541
Video 354,907021,5214,3001
Video 355,453664,20264,4001
Video 356,782762,26486,8503
Video 357,210332,39436,9007
Video 358,638066,45173,2333
Video 359,327593,17798,4726
Video 360,925059,31401,5159
Video 361,4321,42153,3766
Video 362,499187,24888,881
Video 363,513686,37994,5099
Video 364,521598,39237,3072
Video 365,374478,20847,4776
Video 366,959380,23856,1479
Video 367,820830,11042,5995
Video 368,707554,12172,2133
Video 369,913986,35805,5089
Video 370,235517,2450,1048
Video 371,357867,4793,6189
Video 372,764111,43701,7274
Video 373,738959,45556,1394
Video 374,648408,38226,5643
Video 375,675711,32389,6026
Video 376,277870,7780,6671
Video 377,406146,37043,9906
Video 378,938299,49265,715
Video 379,489900,310,8191
Video 380,643386,6926,4321
Video 381,38779,9220,376
Video 382,369847,32353,4710
Video 383,349968,43367,9578
Video 384,138358,5574,2951
Video 385,376980,21718,6769
Video 386,598974,41360,3472
Video 387,646417,9577,6463
Video 388,814361,44786,3031
Video 389,986298,7634,9936
Video 390,609795,16073,6133
Video 391,772793,47569,5118
Video 392,875522,748,7740
Video 393,303650,2538,9442
Video 394,443564,44334,4569
Video 395,198534,7043,7738
Video 396,383042,48946,3086
Video 397,10821,2650,554
Video 398,30560,3459,7179
Video 399,105584,35747,2068
Video 400,270667,28855,4678
Video 401,613853,7193,2312
Video 402,201290,10165,2497
Video 403,73079,23152,5656
Video 404,474400,22063,2563
Video 405,18444,35961,744
Video 406,312675,45664,2952
Video 407,890330,24365,1054
Video 408,852942,4949,9709
Video 409,639149,2985,8846
Video 410,83632,6002,8029
Video 411,607717,25191,3667
Video 412,81022,32523,8421
Video 413,630887,49178,181
Video 414,53343,6333,5831
Video 415,291940,9853,8048
Video 416,505735,24047,2530
Video 417,474627,27529,26
Video 418,237790,33132,8800
Video 419,40290,41613,6359
Video 420,539605,49928,4586
Video 421,978882,16858,9029
Video 422,606996,2562,4293
Video 423,191633,17680,8391
Video 424,832061,34576,2759
Video 425,575215,15018,7862
Video 426,73461,46898,1122
Video 427,130956,34871,8647
Video 428,584020,7098,2566
Video 429,909045,13463,2350
Video 430,171979,44775,9295
Video 431,800125,22285,1228
Video 432,158627,23717,7482
Video 433,801195,40668,4015
Video 434,532298,13051,7333
Video 435,347320,6808,6956
Video 436,188350,44827,8032
Video 437,344600,19045,234
Video 438,966180,16689,5195
Video 439,870028,17555,2040
Video 440,57085,49626,6182
Video 441,993677,18554,9020
Video 442,446521,24283,9459
Video 443,28619,34129,941
Video 444,193310,11883,2830
Video 445,171445,6868,9664
Video 446,36356,17723,4084
Video 447,5710,20930,3034
Video 448,277886,15697,4165
Video 449,890944,40379,3528
Video 450,242938,11821,4572
Video 451,252236,42041,5744
Video 452,237967,1317,5633
Video 453,35424,4873,6680
Video 454,821655,21412,869
Video 455,573530,22801,4643
Video 456,380499,14185,6740
Video 457,378627,27029,7573
Video 458,612389,7940,3758
Video 459,836666,34908,2061
Video 460,648449,34037,9810
Video 461,230434,42512,7271
Video 462,620894,8386,5940
Video 463,9895,10632,4722
Video 464,126966,128,9370
Video 465,905633,42829,1133
Video 466,254128,37040,3565
Video 467,744830,41889,6153
Video 468,494512,18711,1956
Video 469,191104,2634,7631
Video 470,536041,17361,7217
Video 471,967787,38509,7733
Video 472,189549,20847,6600
Video 473,770113,32724,3256
Video 474,273064,4882,6653
Video 475,840900,19680,3687
Video 476,272964,49214,7950
Video 477,813507,41621,6452
Video 478,124847,45720,9276
Video 479,697976,29732,9378
Video 480,299365,18786,8840
Video 481,57496,40394,8957
Video 482,241321,35693,6146
Video 483,854596,18294,1930
Video 484,606001,9663,4663
Video 485,525199,32026,323
Video 486,423196,16975,2908
Video 487,102098,20598,2784
Video 488,12174,27715,9285
Video 489,764743,42080,9116
Video 490,721875,24668,8098
Video 491,26426,48459,5700
Video 492,561126,38836,4900
Video 493,409599,11626,8668
Video 494,140419,18939,1270
Video 495,467548,18940,4426
Video 496,320039,24782,4931
Video 497,67134,32146,5562
Video 498,850071,49853,3215
Video 499,542395,46676,2341
Video 500,866947,30578,2620
Video 501,281824,1467,1627
Video 502,162162,36170,9519
Video 503,822724,16816,9965
Video 504,576123,21540,4703
Video 505,61861,46937,5946
Video 506,632029,29665,4747
Video 507,676281,46959,1953
Video 508,980890,11869,5424
Video 509,786079,28206,9004
Video 510,295761,13303,9897
Video 511,590770,48746,1992
Video 512,543816,8696,7085
Video 513,179095,10627,1973
Video 514,129781,29095,2252
Video 515,781943,17793,7372
Video 516,836855,40413,3988
Video 517,335474,15426,4616
Video 518,243490,22436,2878
Video 519,626917,28714,9081
Video 520,827378,47107,5631
Video 521,230322,2182,4881
Video 522,92913,43032,915
Video 523,324814,37341,6312
Video 524,260137,40408,1889
Video 525,723314,26661,5487
Video 526,883569,30404,8401
Video 527,191886,19295,4262
Video 528,572085,35242,6823
Video 529,78552,48001,2257
Video 530,715729,12984,4965
Video 531,916730,18908,4271
Video 532,778908,2571,7129
Video 533,558181,32214,755
Video 534,959556,25867,4524
Video 535,966143,47318,3408
Video 536,772737,34836,9677
Video 537,287637,31840,5307
Video 538,762189,49524,9712
Video 539,781560,24715,7146
Video 540,806088,18081,5616
Video 541,143458,45484,1500
Video 542,77787,14098,477
Video 543,997586,2915,2603
Video 544,789361,30516,1582
Video 545,559850,35361,50
Video 546,436571,28445,4911
Video 547,107859,10745,6524
Video 548,637638,26413,599
Video 549,834411,27125,5055
Video 550,904677,22724,4183
Video 551,157373,7487,7921
Video 552,805230,5466,8013
Video 553,474633,47710,4111
Video 554,444937,30109,3858
Video 555,521840,25285,2906
Video 556,86528,43564,1194
Video 557,164662,3923,9235
Video 558,735853,28308,4492
Video 559,993237,14009,6342
Video 560,639224,31921,4304
Video 561,448442,32987,4449
Video 562,300132,8926,3968
Video 563,836765,36994,5063
Video 564,720853,32583,1144
Video 565,821189,8969,9772
Video 566,266469,23375,5655
Video 567,609177,34747,7013
Video 568,138122,42661,1826
Video 569,953804,36666,1571
Video 570,775756,27081,1975
Video 571,741130,4449,6000
Video 572,581667,11626,5134
Video 573,392616,42843,9447
Video 574,180529,674,7448
Video 575,168628,48319,9794
Video 576,749089,38736,7534
Video 577,254404,41536,5164
Video 578,204529,26710,6227
Video 579,388283,21852,841
Video 580,289859,44788,9150
Video 581,46775,27546,8601
Video 582,873357,39836,8511
Video 583,24936,26205,9383
Video 584,288765,37598,2541
Video 585,964274,7634,314
Video 586,563725,33973,9421
Video 587,539983,24708,6232
Video 588,787631,27841,8829
Video 589,181985,27912,6106
Video 590,227881,16124,85
Video 591,945347,44838,8728
Video 592,815372,47400,7430
Video 593,748258,18490,5839
Video 594,320636,2450,4695
Video 595,721130,9973,5170
Video 596,474075,32157,1397
Video 597,707009,41528,1246
Video 598,268477,21452,4382
Video 599,760398,48470,44
Video 600,837274,10059,8925
Video 601,143262,18070,7686
Video 602,790109,34642,6741
Video 603,503259,49960,1874
Video 604,690496,21851,8376
Video 605,945417,2715,8865
Video 606,791775,20335,382
Video 607,860993,1976,6319
Video 608,333972,8790,475
Video 609,988183,6310,7469
Video 610,775943,42462,1065
Video 611,878876,46392,3574
Video 612,955858,49339,2965
Video 613,848814,676,4900
Video 614,931535,16449,9132
Video 615,950447,32379,3448
Video 616,561679,48092,3337
Video 617,416343,33091,8381
Video 618,817297,17708,6091
Video 619,750010,5876,3643
Video 620,865149,31634,1084
Video 621,763152,36321,3191
Video 622,867596,25837,6333
Video 623,550028,38299,8466
Video 624,362396,14325,1639
Video 625,389220,30473,6893
Video 626,214228,49631,9369
Video 627,811110,41505,1514
Video 628,490591,23545,1563
Video 629,981443,11732,360
Video 630,198783,9499,2686
Video 631,35837,11763,7131
Video 632,189833,11304,9266
Video 633,720424,22200,8059
Video 634,521557,46722,8669
Video 635,929945,20711,826
Video 636,446738,46592,9402
Video 637,914209,2128,5968
Video 638,681257,22703,1602
Video 639,262775,47893,2862
Video 640,182629,31280,9624
Video 641,224823,40032,3531
Video 642,762870,47778,3353
Video 643,843723,5404,2069
Video 644,152328,6602,7383
Video 645,256394,47946,76
Video 646,191749,20388,812
Video 647,328042,6284,5040
Video 648,252538,39742,6540
Video 649,191762,21807,2668
Video 650,863156,462,6505
Video 651,92135,9243,1646
Video 652,430179,39770,6481
Video 653,923998,49800,2374
Video 654,878370,15403,3238
Video 655,340364,32309,17
Video 656,804037,17878,7308
Video 657,584174,15171,8068
Video 658,518488,26789,6344
Video 659,335102,31965,2318
Video 660,385347,16203,9295
Video 661,915414,34008,4826
Video 662,383942,29797,1713
Video 663,552583,16432,4687
Video 664,50926,29484,3216
Video 665,204250,21008,7751
Video 666,508295,31250,5863
Video 667,275292,10421,9836
Video 668,629551,1445,4777
Video 669,10739,37338,831
Video 670,306242,2838,5675
Video 671,595937,18849,4179
Video 672,29803,29207,2683
Video 673,583613,49616,2644
Video 674,912240,34473,8544
Video 675,804852,8152,6639
Video 676,172694,39454,1193
Video 677,744328,34941,3787
Video 678,840767,38614,5664
Video 679,496052,25894,6644
Video 680,690625,22764,3806
Video 681,91553,14534,7688
Video 682,644339,22383,2322
Video 683,529897,7734,2266
Video 684,109735,3661,5038
Video 685,437738,36884,1012
Video 686,325489,28605,5496
Video 687,142853,36987,5029
Video 688,409646,40552,5199
Video 689,438391,10581,1372
Video 690,607029,22700,3049
Video 691,197255,33639,4405
Video 692,315062,23094,9329
Video 693,111926,32998,9479
Video 694,379490,39903,6768
Video 695,179475,1311,3310
Video 696,484996,20492,4068
Video 697,322397,13146,6007
Video 698,219477,44241,3968
Video 699,513698,33537,3135
Video 700,38988,3322,3469
Video 701,984296,34267,6710
Video 702,980045,17732,243
Video 703,190016,9513,5685
Video 704,34979,30618,1992
Video 705,826191,49167,567
Video 706,477083,19923,275
Video 707,893161,35600,5996
Video 708,143536,31101,2587
Video 709,980660,42007,3013
Video 710,703969,49537,8146
Video 711,349670,25166,4460
Video 712,613562,33261,9891
Video 713,477541,23385,2459
Video 714,512356,19909,5438
Video 715,899675,37950,3799
Video 716,435654,23338,9325
Video 717,721681,14312,6648
Video 718,860433,31499,6957
Video 719,802513,20322,4784
Video 720,134793,46984,7635
Video 721,60647,15232,8674
Video 722,325698,46845,5133
Video 723,406711,21563,3272
Video 724,603863,13385,3778
Video 725,880905,22452,2859
Video 726,423894,49752,5272
Video 727,369156,19462,7494
Video 728,729217,9484,381
Video 729,256760,7958,5798
Video 730,381689,701,5894
Video 731,619461,36545,9392
Video 732,198108,4071,3443
Video 733,175559,2629,8684
Video 734,350089,36896,7164
Video 735,437344,25134,2374
Video 736,23888,39792,1378
Video 737,790677,29757,346
Video 738,820668,13378,6418
Video 739,187882,48165,6730
Video 740,7380,45464,8915
Video 741,151129,32859,7272
Video 742,945694,15482,2109
Video 743,386370,2326,531
Video 744,154704,48887,791
Video 745,768325,17340,5821
Video 746,473434,27119,3863
Video 747,293543,33517,2019
Video 748,624894,8676,3017
Video 749,133687,25010,5244
Video 750,360114,43862,2923
Video 751,829346,2335,9800
Video 752,262283,17343,53
Video 753,602356,33443,6825
Video 754,552962,2147,7263
Video 755,951291,40919,9626
Video 756,154702,29518,5403
Video 757,922522,31028,996
Video 758,650141,25358,2932
Video 759,222100,32963,3305
Video 760,848987,8908,638
Video 761,416017,8108,3645
Video 762,779352,48838,9879
Video 763,148188,4355,5347
Video 764,50266,38776,4118
Video 765,32797,36594,4387
Video 766,238082,39237,4796
Video 767,54036,28317,7212
Video 768,135307,40673,2575
Video 769,698022,27110,6859
Video 770,874307,19103,9201
Video 771,762874,49635,3478
Video 772,445206,24589,4035
Video 773,205479,23374,2578
Video 774,392517,32566,913
Video 775,84189,3761,4446
Video 776,803160,48822,5680
Video 777,724163,18615,3513
Video 778,15685,28329,5850
Video 779,136155,38892,9230
Video 780,510817,34524,4282
Video 781,492301,1402,7487
Video 782,153339,6726,9460
Video 783,546414,16117,7456
Video 784,550121,22631,8142
Video 785,738253,38487,4590
Video 786,547445,25172,4658
Video 787,866178,15212,3469
Video 788,687592,24916,177
Video 789,861495,32217,8338
Video 790,175511,1717,6900
Video 791,707564,6743,9899
Video 792,49008,1998,7815
Video 793,777490,30267,9193
Video 794,749906,35242,6915
Video 795,870709,20784,5417
Video 796,49010,24105,9496
Video 797,700062,12312,7229
Video 798,54197,30601,213
Video 799,89996,802,9438
Video 800,256610,8330,6238
Video 801,910030,29392,3657
Video 802,136689,5843,1139
Video 803,420823,25046,5848
Video 804,720131,33668,1391
Video 805,904675,30359,7762
Video 806,860042,37581,2349
Video 807,410098,31289,2783
Video 808,988633,48733,7127
Video 809,839160,9240,1115
Video 810,838097,43840,3550
Video 811,20595,15628,8598
Video 812,284059,6616,4962
Video 813,427086,5279,5504
Video 814,933066,25288,1787
Video 815,939440,28098,1846
Video 816,793925,48212,3306
Video 817,222555,41829,8111
Video 818,726259,17175,1398
Video 819,699887,45193,9859
Video 820,158082,42981,5504
Video 821,979251,39843,4751
Video 822,581349,16495,9804
Video 823,584747,582,9616
Video 824,411896,11735,4689
Video 825,234608,32433,6827
Video 826,565662,9083,8137
Video 827,970096,44012,9659
Video 828,913954,12997,5832
Video 829,607276,39145,4084
Video 830,352554,10876,506
Video 831,611530,23465,2503
Video 832,692594,8320,1621
Video 833,288774,25790,3634
Video 834,397158,1858,1888
Video 835,34269,6239,2180
Video 836,324091,26347,8023
Video 837,805993,31996,8629
Video 838,202308,15666,6737
Video 839,618646,30279,8402
Video 840,413044,6705,8715
Video 841,28097,43275,7584
Video 842,362662,8655,5580
Video 843,882971,30951,5360
Video 844,496457,26008,4038
Video 845,905986,47770,4921
Video 846,739694,16931,5806
Video 847,953057,15819,1135
Video 848,731390,21728,7679
Video 849,44127,21493,6212
Video 850,172663,1443,2886
Video 851,49695,5494,6047
Video 852,385074,6344,3753
Video 853,274011,45431,3225
Video 854,563300,10514,2370
Video 855,406573,21409,5328
Video 856,335677,46883,8667
Video 857,558108,21302,7224
Video 858,16469,25718,4535
Video 859,179744,11632,6507
Video 860,518424,6286,4978
Video 861,206670,21230,9890
Video 862,821780,36162,2857
Video 863,289720,18413,5119
Video 864,374229,30358,7824
Video 865,541748,19207,5689
Video 866,275484,7732,1780
Video 867,163226,13627,8673
Video 868,369197,43244,7008
Video 869,702300,35914,810
Video 870,656927,27720,7086
Video 871,144133,23304,600
Video 872,313961,18790,9052
Video 873,268399,21555,132
Video 874,97182,18671,530
Video 875,26426,20656,3030
Video 876,313336,12881,2986
Video 877,807511,10894,9254
Video 878,323641,42447,1770
Video 879,454858,5976,5337
Video 880,543468,29513,1553
Video 881,69562,7678,4496
Video 882,754112,5015,1019
Video 883,571382,12515,2427
Video 884,971319,19079,3652
Video 885,222694,35220,9764
Video 886,877060,44638,2540
Video 887,457650,13735,5288
Video 888,153255,38635,1974
Video 889,826523,25812,9559
Video 890,232103,36814,1651
Video 891,889493,29156,2175
Video 892,864030,24261,1371
Video 893,762498,11187,1002
Video 894,310888,39533,3716
Video 895,464613,45498,688
Video 896,982754,35580,6161
Video 897,578216,37601,1217
Video 898,510096,34337,6746
Video 899,570850,45183,9478
Video 900,216003,46171,3198
Video 901,700370,42405,2492
Video 902,751413,29235,3173
Video 903,19530,23871,1948
Video 904,192760,37211,2563
Video 905,139081,42220,8314
Video 906,27452,24401,2595
Video 907,299728,47346,1990
Video 908,642789,7408,9759
Video 909,503442,27829,9480
Video 910,970588,43948,1623
Video 911,731420,18360,382
Video 912,399886,16380,2388
Video 913,728804,1542,5888
Video 914,936791,27514,8550
Video 915,690719,45456,8418
Video 916,345301,11916,9585
Video 917,597964,33861,6420
Video 918,348008,38981,4032
Video 919,713477,45237,4565
Video 920,148872,31312,7935
Video 921,218647,23115,5785
Video 922,158957,16331,9017
Video 923,29034,16365,6151
Video 924,865238,21267,9220
Video 925,58466,12127,8944
Video 926,833408,22784,2735
Video 927,593685,632,481
Video 928,508826,46280,9064
Video 929,488211,49452,5577
Video 930,931898,15905,7971
Video 931,296175,39341,5115
Video 932,881394,41120,9660
Video 933,799487,39886,8461
Video 934,20781,1854,5114
Video 935,598353,3045,8102
Video 936,480654,23301,4314
Video 937,102063,47398,4607
Video 938,516608,19675,7336
Video 939,924645,258,8171
Video 940,446020,4681,4370
Video 941,889653,5731,3922
Video 942,760753,12449,5981
Video 943,917304,29063,5519
Video 944,803202,6840,3201
Video 945,273263,39938,2811
Video 946,400175,13588,8287
Video 947,278545,37540,9937
Video 948,817832,44181,341
Video 949,845588,42704,8961
Video 950,904035,32601,7334
Video 951,581109,30081,2787
Video 952,217693,45500,4345
Video 953,411876,39187,5593
Video 954,610937,4769,5335
Video 955,434321,27502,1171
Video 956,868435,29890,8775
Video 957,317562,20600,2113
Video 958,765444,10433,3494
Video 959,690667,33474,973
Video 960,578327,43303,8676
Video 961,481436,44593,8955
Video 962,103624,21779,3411
Video 963,919667,46577,6554
Video 964,869403,49187,7196
Video 965,49165,19798,5321
Video 966,570628,965,7520
Video 967,91971,10484,6080
Video 968,235349,23562,3487
Video 969,872298,32106,9859
Video 970,155519,16043,3217
Video 971,26794,45517,209
Video 972,208788,978,9785
Video 973,167742,4409,5926
Video 974,722873,5369,6958
Video 975,773552,12114,791
Video 976,102732,19895,2648
Video 977,700476,33331,7734
Video 978,453344,34658,5294
Video 979,89237,25693,9044
Video 980,886412,15881,6290
Video 981,480298,18514,8852
Video 982,459255,15962,8224
Video 983,617422,32835,6637
Video 984,618936,16068,6310
Video 985,944798,20659,8637
Video 986,566813,4962,6117
Video 987,499691,21353,3814
Video 988,713093,10582,4150
Video 989,404280,1963,3448
Video 990,71847,1172,4169
Video 991,367534,12983,4608
Video 992,835490,12635,425
Video 993,504083,43249,3400
Video 994,714812,3218,6177
Video 995,670535,40660,8738
Video 996,592933,48276,7797
Video 997,25400,6130,168
Video 998,240852,17990,6224
Video 999,935019,21117,9624
Video 1000,651883,41124,629
Video 1001,351711,34298,1716
Video 1002,130543,11969,7664
Video 1003,443208,6710,2181
Video 1004,899536,45653,2261
