title,views,likes,comment_count
Video 149,839012,17686,4350
Video 150,346389,1705,8204
Video 151,884402,13882,1083
Video 152,852102,47148,6870
Video 153,961843,6148,4296
Video 154,11445,45015,8901
Video 155,190242,9316,6182
Video 156,700592,15115,4822
Video 157,578120,5637,5288
Video 158,206126,2711,2994
Video 159,219219,27095,81
Video 160,269196,24701,2801
Video 161,53433,7840,7175
Video 162,95865,20026,991
Video 163,636273,15408,4529
Video 164,106410,40044,3177
Video 165,675565,45247,2147
Video 166,81464,48452,9116
Video 167,332666,29158,6164
Video 168,431049,41079,7842
Video 169,984525,4191,9645
Video 170,26565,33203,968
Video 171,752664,29774,1890
Video 172,574891,3352,2150
Video 173,713771,39181,6567
Video 174,673497,13810,6566
Video 175,400034,30397,9373
Video 176,831047,6626,2934
Video 177,269620,28465,1832
Video 178,577422,12579,8304
Video 179,965512,33988,1267
Video 180,569279,24270,1485
Video 181,688898,9945,8665
Video 182,115621,41154,4714
Video 183,931798,19964,3945
Video 184,922972,47306,6282
Video 185,332589,30367,898
Video 186,834234,1276,4581
Video 187,473247,23635,8090
Video 188,313176,24049,6047
Video 189,313509,46775,9493
Video 190,318924,38810,7885
Video 191,327890,25811,8957
Video 192,213071,18386,9278
Video 193,943873,24954,4529
Video 194,108112,14770,5143
Video 195,326841,43086,793
Video 196,515718,1890,8003
Video 197,877265,30572,7619
Video 198,958681,22961,9860
Video 199,384838,5585,609
Video 200,638853,37210,4617
Video 201,505097,2531,6664
Video 202,257093,35954,8652
Video 203,699605,36779,4358
Video 204,132005,4868,635
Video 205,736009,42461,8236
Video 206,985367,46570,570
Video 207,68839,43613,3347
Video 208,806396,47740,2360
Video 209,248176,4325,9557
Video 210,552644,38619,7040
Video 211,257870,10757,3068
Video 212,582131,42040,9743
Video 213,602183,12162,7165
Video 214,30810,5102,4484
Video 215,566426,7061,6968
Video 216,53994,38130,9009
Video 217,90084,36525,71
Video 218,466964,32222,5667
Video 219,476570,30164,6802
Video 220,488512,37909,1886
Video 221,258984,25570,6446
Video 222,857084,37403,5241
Video 223,922591,3516,7316
Video 224,822429,23848,1013
Video 225,206401,19422,2851
Video 226,914806,24021,1341
Video 227,786514,39647,9232
Video 228,303783,41395,1232
Video 229,667179,20907,6964
Video 230,586254,48265,5879
Video 231,898670,24607,5266
Video 232,331818,15346,6886
Video 233,898014,41378,7277
Video 234,46604,31931,9706
Video 235,346521,8524,3062
Video 236,631896,37109,6884
Video 237,726755,44126,5759
Video 238,564666,8095,5073
Video 239,505838,11166,6394
Video 240,248546,11058,7507
Video 241,919708,3897,1379
Video 242,785500,40812,7767
Video 243,21808,46860,367
Video 244,795185,4138,4621
Video 245,739123,16168,2345
Video 246,343725,35470,861
Video 247,275760,31059,8199
Video 248,817954,48135,3983
Video 249,126791,26877,7927
Video 250,157132,20822,153
Video 251,106754,14667,6888
Video 252,773697,34338,3707
Video 253,308728,805,30
Video 254,330401,7208,2383
Video 255,639418,16282,1374
Video 256,788847,1667,6807
Video 257,325392,32637,5497
Video 258,589812,46248,2935
Video 259,699799,8116,1352
Video 260,345886,11112,8385
Video 261,311353,15565,1752
Video 262,395104,32482,6413
Video 263,305097,44198,8739
Video 264,681501,16696,3473
Video 265,746387,11705,1671
Video 266,539591,9095,3957
Video 267,112569,20197,429
Video 268,513450,43271,832
Video 269,919703,7032,9490
Video 270,318733,15738,5634
Video 271,969077,37959,4732
Video 272,872991,3958,7587
Video 273,737207,3741,2704
Video 274,978615,2029,3446
Video 275,801669,41981,1991
Video 276,898253,43357,8992
Video 277,706338,43632,1683
Video 278,803264,26225,7326
Video 279,510471,35945,8849
Video 280,72314,17009,9422
Video 281,73468,10266,995
Video 282,478867,47497,9159
Video 283,513984,23680,9119
Video 284,840792,21941,9113
Video 285,927244,1384,784
Video 286,330710,8936,7437
Video 287,364090,43691,5509
Video 288,178303,29719,2394
Video 289,633003,38825,5698
Video 290,808819,6501,8312
Video 291,285822,29314,1151
Video 292,192879,34996,6785
Video 293,613847,44059,6493
Video 294,226328,25195,5121
Video 295,352526,8681,9435
Video 296,501967,6655,4074
Video 297,462308,8919,7015
Video 298,729654,3205,7378
Video 299,695383,40070,2177
Video 300,269282,47290,9979
Video 301,334973,4815,2029
Video 302,164578,7329,2075
Video 303,252981,11605,9392
Video 304,709803,20802,2026
Video 305,690007,37890,3810
Video 306,113260,29814,3742
Video 307,266643,19803,2909
Video 308,899323,39259,2982
Video 309,639777,11326,8528
Video 310,35011,28709,3148
Video 311,272979,18762,8453
Video 312,891984,10469,6609
Video 313,508625,37735,4594
Video 314,39830,40769,168
Video 315,612456,22399,1082
Video 316,549367,44606,8226
Video 317,24514,22685,4611
Video 318,646226,18897,1566
Video 319,534740,47681,6788
Video 320,152929,29105,8806
Video 321,794064,43484,7404
Video 322,672702,46282,1464
Video 323,300153,33038,7182
Video 324,659623,32340,7657
Video 325,107959,10879,1207
Video 326,436144,27168,637
Video 327,628707,17983,406
Video 328,414119,46159,7183
Video 329,859904,49697,868
Video 330,46799,22846,2655
Video 331,600661,17430,3346
Video 332,645885,29350,3062
Video 333,786566,9280,2734
Video 334,53486,39534,2539
Video 335,479178,29757,654
Video 336,732293,5711,3513
Video 337,849732,20712,3115
Video 338,549467,49262,9584
Video 339,384609,7898,4587
Video 340,195116,12093,2959
Video 341,308573,39072,4696
Video 342,893193,46435,7007
Video 343,974175,1857,6625
Video 344,799587,21643,6122
Video 345,792015,28962,9731
Video 346,307367,42230,7100
Video 347,953244,10919,7943
Video 348,703492,12703,7848
Video 349,981102,28714,3962
Video 350,109832,252,4426
Video 351,311814,46122,814
Video 352,896964,32487,8912
Video 353,597820,5177,6002
Video 354,570890,33840,5446
Video 355,971512,4672,2917
Video 356,116075,18584,9706
Video 357,133644,2148,3749
Video 358,137650,11174,3486
Video 359,25296,7001,922
Video 360,269066,46807,2823
Video 361,488542,23470,6462
Video 362,555492,49457,2364
Video 363,19304,1022,6407
Video 364,856993,3003,7334
Video 365,521939,24369,506
Video 366,82894,11907,32
Video 367,504954,6402,8427
Video 368,947442,7887,2607
Video 369,171045,46424,7125
Video 370,201261,9640,4233
Video 371,980195,17849,9144
Video 372,863149,31703,9147
Video 373,113618,39424,7270
Video 374,682415,18119,5050
Video 375,619855,20280,6262
Video 376,602258,16718,7053
Video 377,484481,46601,1808
Video 378,415387,15068,7539
Video 379,192207,28631,7750
Video 380,698295,48891,1199
Video 381,419242,48574,4303
Video 382,557176,4546,905
Video 383,118403,13463,4072
Video 384,546998,36075,8544
Video 385,387466,631,7171
Video 386,531066,33958,4929
Video 387,682765,48375,7166
Video 388,713346,37173,1754
Video 389,765484,25700,2374
Video 390,630126,41644,2906
Video 391,750813,47211,7649
Video 392,987781,7948,2940
Video 393,496701,8477,1917
Video 394,22817,39982,3236
Video 395,789887,44508,5617
Video 396,417393,8958,3890
Video 397,94087,4781,8768
Video 398,992129,19853,3920
Video 399,928476,31156,7799
Video 400,493285,18707,8666
Video 401,314201,22183,6610
Video 402,296007,47367,7471
Video 403,316578,19655,1244
Video 404,532196,35539,4433
Video 405,741230,5275,603
Video 406,446730,47366,1654
Video 407,243736,21420,3268
Video 408,334587,44489,4332
Video 409,25516,24038,5391
Video 410,455792,22137,5920
Video 411,422846,20463,3967
Video 412,123288,20453,5224
Video 413,228544,12175,2291
Video 414,284476,41820,6933
Video 415,610118,38824,2799
Video 416,837057,33563,7469
Video 417,8480,14936,6913
Video 418,973995,47557,2276
Video 419,593568,44117,9491
Video 420,763857,46423,1994
Video 421,144438,31645,2565
Video 422,949972,49420,7203
Video 423,259982,47878,5798
Video 424,639202,204,6752
Video 425,248760,40962,9435
Video 426,385302,41349,2065
Video 427,259368,24120,4093
Video 428,235782,39154,1864
Video 429,665436,38380,6484
Video 430,46967,4200,1036
Video 431,490423,39942,3473
Video 432,69082,44197,8045
Video 433,945544,31542,3145
Video 434,639194,13922,1403
Video 435,664757,48475,9896
Video 436,886532,19517,3601
Video 437,176518,28292,3244
Video 438,772995,31164,8789
Video 439,343318,48608,3321
Video 440,297602,3085,3965
Video 441,200389,43765,516
Video 442,563898,47396,1720
Video 443,797780,22897,2800
Video 444,791194,37430,7428
Video 445,170741,36360,1861
Video 446,142362,10515,7940
Video 447,568432,18677,1547
Video 448,870878,48850,6069
Video 449,761867,24271,9966
Video 450,912014,34743,1354
Video 451,921385,23474,541
Video 452,737855,43576,1811
Video 453,372082,8577,7644
Video 454,420257,25057,5538
Video 455,7288,33305,9172
Video 456,813444,35260,7254
Video 457,949270,33909,9866
Video 458,547069,3661,8337
Video 459,61109,47855,3644
Video 460,135146,17009,9359
Video 461,556768,27868,3103
Video 462,971170,29571,9858
Video 463,4411,17118,1956
Video 464,285235,32113,1776
Video 465,266209,34180,1291
Video 466,314752,12570,1759
Video 467,15412,12578,5902
Video 468,183277,3033,2201
Video 469,111696,23379,4308
Video 470,87159,42677,4886
Video 471,977584,11212,6673
Video 472,617235,27899,8085
Video 473,183687,32425,2985
Video 474,906884,3251,6821
Video 475,575054,31772,2280
Video 476,529388,8551,5855
Video 477,583916,44795,8117
Video 478,237873,35047,3138
Video 479,943870,22076,9411
Video 480,810630,14295,4577
Video 481,194941,16921,1968
Video 482,167713,48276,430
Video 483,973935,3535,9925
Video 484,211938,14572,8696
Video 485,929023,33030,7177
Video 486,60975,45180,901
Video 487,648768,4917,8878
Video 488,973526,9106,6266
Video 489,254763,14329,1586
Video 490,758308,24953,6517
Video 491,467300,41931,7434
Video 492,258128,12466,3453
Video 493,689560,37898,5713
Video 494,307451,27320,4004
Video 495,826753,19247,227
Video 496,459242,46428,9479
Video 497,177267,1709,6431
Video 498,345253,11562,7919
Video 499,726024,33992,7041
Video 500,204859,6256,682
Video 501,213278,43748,7503
Video 502,203531,18115,6140
Video 503,363871,44789,219
Video 504,439811,6023,6174
Video 505,843932,2118,3908
Video 506,609576,12341,4138
Video 507,218583,47275,4088
Video 508,924577,16348,5886
Video 509,294333,37139,6770
Video 510,232745,33431,6989
Video 511,611434,12421,9689
Video 512,632223,40914,3148
Video 513,785710,3089,3403
Video 514,381355,28438,9721
Video 515,344776,43576,282
Video 516,703575,22075,1845
Video 517,966064,37665,6711
Video 518,641437,48577,9757
Video 519,768104,28734,2481
Video 520,995677,10046,7307
Video 521,419023,2867,2367
Video 522,370980,24978,1615
Video 523,600553,4446,7586
Video 524,774022,36483,1024
Video 525,810864,24034,1708
Video 526,218722,28243,8038
Video 527,403095,46781,5587
Video 528,691967,39092,5432
Video 529,73532,31721,6534
Video 530,290422,9396,3177
Video 531,388085,19922,4353
Video 532,200303,24156,2514
Video 533,111311,49733,7039
Video 534,763303,2426,5266
Video 535,694422,32309,292
Video 536,829271,10819,8765
Video 537,251018,42527,3064
Video 538,698151,42521,8966
Video 539,889498,46283,8682
Video 540,109531,31220,6985
Video 541,448070,34927,7367
Video 542,55155,21006,5275
Video 543,160944,21276,4868
Video 544,918467,30907,5079
Video 545,834021,21866,9521
Video 546,198594,40276,2944
Video 547,393465,3035,2880
Video 548,931136,35882,6799
Video 549,513433,32894,3899
Video 550,982563,290,9867
Video 551,38114,9090,7588
Video 552,76695,48718,6764
Video 553,446426,19374,411
Video 554,860167,23439,4870
Video 555,821084,18740,8465
Video 556,576423,49160,3686
Video 557,606620,1981,8914
Video 558,248800,33008,6014
Video 559,496033,11082,6205
Video 560,665738,45283,2090
Video 561,594938,11994,760
Video 562,858875,22198,448
Video 563,849345,10254,1800
Video 564,548801,28651,7956
Video 565,837915,46276,9083
Video 566,113356,35944,2627
Video 567,986744,18976,6052
Video 568,744875,33756,9420
Video 569,677708,38513,2995
Video 570,644600,38725,7300
Video 571,464456,615,7613
Video 572,613061,10351,1452
Video 573,448481,32194,7481
Video 574,371868,7551,1691
Video 575,838936,44794,7629
Video 576,69073,34169,6493
Video 577,450886,20578,8533
Video 578,538813,29578,1112
Video 579,398701,17598,3717
Video 580,242338,13281,3751
Video 581,985407,28856,8050
Video 582,335468,38681,2575
Video 583,93964,39940,4801
Video 584,942239,39871,6805
Video 585,417084,4573,5173
Video 586,967616,17210,4577
Video 587,568679,6489,4603
Video 588,632306,1159,1983
Video 589,241743,36011,5916
Video 590,760771,21796,4273
Video 591,544440,35085,70
Video 592,330804,42117,4029
Video 593,148143,13561,4821
Video 594,310923,42956,7650
Video 595,366691,30889,377
Video 596,975886,12776,1797
Video 597,267340,32084,3856
Video 598,382881,49838,3100
Video 599,621781,2856,8748
Video 600,872465,48843,6914
Video 601,267109,48623,1855
Video 602,302853,15066,8012
Video 603,24014,42182,3902
Video 604,784242,33086,2276
Video 605,66754,30396,411
Video 606,56761,16055,2175
Video 607,448718,29238,7744
Video 608,870956,36690,8921
Video 609,987359,46785,9542
Video 610,443602,21022,7105
Video 611,976102,40213,1324
Video 612,19403,46264,4515
Video 613,458829,23981,9867
Video 614,970741,4755,9755
Video 615,875088,2075,1106
Video 616,847486,19351,2916
Video 617,71188,26551,3363
Video 618,218410,12864,169
Video 619,728390,11066,9300
Video 620,547358,48462,5686
Video 621,762722,15664,5829
Video 622,908214,221,7900
Video 623,864662,20805,1876
Video 624,828489,46849,9136
Video 625,61622,21331,3757
Video 626,423133,8356,7315
Video 627,746034,3164,1432
Video 628,972200,15988,2040
Video 629,397636,1407,1557
Video 630,246237,31829,6917
Video 631,888499,49530,9688
Video 632,912279,44886,8031
Video 633,824776,22248,1735
Video 634,338503,22890,7908
Video 635,884975,7734,1806
Video 636,120208,16180,6367
Video 637,138359,31171,3788
Video 638,959418,31705,1529
Video 639,467925,35623,4251
Video 640,813083,42770,1763
Video 641,567659,43335,8472
Video 642,365138,42130,1066
Video 643,389126,41715,5549
Video 644,732345,48990,3186
Video 645,320102,197,7239
Video 646,268959,338,4590
Video 647,196599,3702,838
Video 648,216137,1135,1687
Video 649,367485,18572,3420
Video 650,398093,19920,4591
Video 651,671971,3183,3689
Video 652,967070,27365,7410
Video 653,311310,3587,9836
Video 654,150627,28772,9093
Video 655,455146,19313,9615
Video 656,919778,32782,6676
Video 657,38163,36838,8832
Video 658,614482,4857,1692
Video 659,596917,36368,6253
Video 660,930346,3367,101
Video 661,972279,45031,8655
Video 662,885253,18600,3014
Video 663,521109,1357,3932
Video 664,806656,21973,2653
Video 665,768637,10979,9450
Video 666,107136,22499,6509
Video 667,387121,44861,7612
Video 668,102060,41936,5301
Video 669,703719,5745,6221
Video 670,592168,38586,9333
Video 671,293123,5915,3127
Video 672,9642,14529,8233
Video 673,507562,49789,9244
Video 674,280354,30762,2807
Video 675,608727,47940,2873
Video 676,873408,36966,1114
Video 677,694761,46791,2477
Video 678,219248,37314,6235
Video 679,369184,37508,9594
Video 680,892704,48708,8980
Video 681,406832,36248,121
Video 682,337782,1139,3959
Video 683,155670,34968,1075
Video 684,612260,21650,9221
Video 685,464611,48044,3093
Video 686,80198,37634,4926
Video 687,915758,4912,7706
Video 688,318892,29598,1255
Video 689,271843,6101,6840
Video 690,61466,8328,313
Video 691,566288,879,9891
Video 692,908704,1805,3846
Video 693,976673,41148,2990
Video 694,67664,14714,5011
Video 695,627321,15184,4401
Video 696,364572,21265,8103
Video 697,533385,41246,9020
Video 698,244191,23532,6936
Video 699,710885,14021,3408
Video 700,834890,46815,9591
Video 701,355445,27884,5613
Video 702,555657,7039,4143
Video 703,662345,241,4777
Video 704,25059,17069,2311
Video 705,181519,49415,6400
Video 706,229681,48057,8050
Video 707,547924,45260,1385
Video 708,432472,11538,1235
Video 709,911218,20324,99
Video 710,630992,38087,9830
Video 711,395063,24543,9455
Video 712,579740,23384,2435
Video 713,570776,19876,9191
Video 714,418374,225,96
Video 715,249346,22664,7228
Video 716,909023,44692,3995
Video 717,61767,288,9701
Video 718,158397,18056,2579
Video 719,202471,16836,2389
Video 720,274587,17416,5817
Video 721,998165,24324,7248
Video 722,868682,9278,3065
Video 723,950049,8375,6873
Video 724,654468,18393,7952
Video 725,641009,12142,8380
Video 726,663092,34876,2178
Video 727,360010,14459,6018
Video 728,470429,26622,7948
Video 729,405064,19284,9007
Video 730,913971,40188,3682
Video 731,871946,47274,7331
Video 732,136627,12539,2648
Video 733,363492,2850,9976
Video 734,369836,31163,204
Video 735,208610,35873,1132
Video 736,701498,20918,2441
Video 737,797425,18865,1261
Video 738,223595,29369,4142
Video 739,741156,11810,2588
Video 740,180012,47132,7182
Video 741,52586,35104,1214
Video 742,801352,36297,7487
Video 743,561902,15629,1436
Video 744,118653,6563,1696
Video 745,648711,15094,7448
Video 746,739282,33271,7382
Video 747,402168,32132,8329
Video 748,159967,40514,1902
Video 749,628843,10984,1010
Video 750,236609,13086,5837
Video 751,190787,8494,9134
Video 752,219308,17376,9682
Video 753,835254,6806,1162
Video 754,921324,49913,2851
Video 755,587313,28685,2984
Video 756,581086,12865,8393
Video 757,307616,29492,8716
Video 758,760419,30514,1567
Video 759,54219,35049,1888
Video 760,213007,21197,6648
Video 761,81563,4328,5596
Video 762,580905,46167,8528
Video 763,867168,40436,9966
Video 764,114096,3108,4680
Video 765,364144,42967,4506
Video 766,217973,14125,8513
Video 767,971493,13367,6762
Video 768,93474,47587,1979
Video 769,681688,20652,8771
Video 770,248407,44177,3451
Video 771,170738,25965,2958
Video 772,926966,47679,7653
Video 773,131593,8977,7484
Video 774,80727,13639,5609
Video 775,337866,43274,357
Video 776,143444,26218,8171
Video 777,871879,14579,7687
Video 778,12620,24182,292
Video 779,622644,32744,1819
Video 780,632439,36185,9256
Video 781,853697,1533,8937
Video 782,894747,26283,329
Video 783,975658,122,4735
Video 784,356533,42480,1045
Video 785,394926,22820,8186
Video 786,197574,26241,8728
Video 787,227656,30775,2225
Video 788,907263,16617,1482
Video 789,804989,19639,648
Video 790,910122,44529,1858
Video 791,268176,44084,8218
Video 792,435258,6606,7331
Video 793,547812,34435,448
Video 794,635865,5374,1382
Video 795,376328,18494,3279
Video 796,347593,12751,3116
Video 797,436020,33165,4902
Video 798,986612,16005,7958
Video 799,965251,32868,6579
Video 800,290416,30595,8581
Video 801,745367,45339,6440
Video 802,360415,33099,4021
Video 803,322421,35797,9959
Video 804,973130,20850,6970
Video 805,445429,45265,1418
Video 806,301997,39326,8210
Video 807,589304,16896,2391
Video 808,919863,11628,7078
Video 809,191362,40083,8359
Video 810,990551,21809,5664
Video 811,490550,47373,3931
Video 812,764912,14335,4670
Video 813,503591,11743,8369
Video 814,588977,31373,680
Video 815,157692,5148,6787
Video 816,382760,20327,8998
Video 817,163418,30552,2623
Video 818,604361,49206,539
Video 819,664496,41654,1863
Video 820,842184,33455,5375
Video 821,285019,36551,9922
Video 822,618091,37232,4644
Video 823,947701,27256,8998
Video 824,773052,49986,38
Video 825,147691,16593,3295
Video 826,371283,48309,3626
Video 827,468548,24186,4415
Video 828,978729,36083,7357
Video 829,337753,16380,3519
Video 830,40454,24465,6380
Video 831,828863,37905,4070
Video 832,218625,33021,516
Video 833,564267,19175,707
Video 834,802185,39860,1548
Video 835,612020,49362,8455
Video 836,859052,29453,4942
Video 837,612402,28898,2004
Video 838,813348,15738,5467
Video 839,944030,3153,6775
Video 840,745882,38294,3430
Video 841,500617,33077,692
Video 842,660573,38806,9592
Video 843,507886,23314,6644
Video 844,709823,665,4480
Video 845,87341,26973,468
Video 846,10578,35288,7321
Video 847,245629,30063,4979
Video 848,706828,44374,5337
Video 849,969987,3470,1394
Video 850,665318,10213,7628
Video 851,651390,32790,6648
Video 852,638107,48625,4869
Video 853,48249,47305,5644
Video 854,817932,22212,6153
Video 855,134090,16780,908
Video 856,252872,33186,7082
Video 857,488639,40556,8974
Video 858,296847,22162,3641
Video 859,42388,4820,3150
Video 860,966897,28804,8756
Video 861,688683,13425,519
Video 862,256353,38383,9636
Video 863,367814,45479,2423
Video 864,346851,5234,5885
Video 865,220725,26160,8573
Video 866,763103,48337,4443
Video 867,593523,22682,7415
Video 868,352701,19521,906
Video 869,815078,633,448
Video 870,715252,22678,6378
Video 871,421821,42538,7760
Video 872,645189,2744,4776
Video 873,631002,4740,7029
Video 874,283291,29935,4973
Video 875,372903,32164,4020
Video 876,399481,28269,6961
Video 877,605274,6451,1050
Video 878,252335,15745,4919
Video 879,307459,26450,2520
Video 880,959426,46256,9444
Video 881,283964,2287,5476
Video 882,527621,37762,4781
Video 883,19627,11954,295
Video 884,609970,8443,9483
Video 885,553299,15683,1020
Video 886,104829,26062,2876
Video 887,783106,21160,9141
Video 888,965716,26432,6636
Video 889,415460,17948,6093
Video 890,145500,20632,9676
Video 891,739774,22600,3609
Video 892,956780,17288,4662
Video 893,183574,1728,9830
Video 894,549684,49562,7659
Video 895,130517,19416,2552
Video 896,65507,19181,8003
Video 897,396257,47707,5123
Video 898,977232,43308,1098
Video 899,378304,22597,2037
Video 900,898771,720,203
Video 901,452352,33626,9633
Video 902,56160,32487,6615
Video 903,903166,7953,2508
Video 904,77340,15152,4334
Video 905,781318,41664,5749
Video 906,540340,45577,9618
Video 907,110362,41157,5799
Video 908,982413,46990,7889
Video 909,142766,34387,733
Video 910,857408,11177,6358
Video 911,824427,40496,1007
Video 912,890471,29642,1195
Video 913,467235,27982,5094
Video 914,402041,46913,510
Video 915,656913,34143,6034
Video 916,874017,16594,9870
Video 917,689719,12799,8263
Video 918,429427,27790,9818
Video 919,594512,9253,4783
Video 920,800941,11982,1252
Video 921,487171,11450,3044
Video 922,899310,37723,6838
Video 923,896242,13976,9954
Video 924,666369,273,1601
Video 925,293039,32095,3593
Video 926,366977,26446,6731
Video 927,635069,36254,3362
Video 928,538006,24808,9768
Video 929,429724,34655,9484
Video 930,818348,41829,4701
Video 931,611930,25556,9717
Video 932,140335,33954,750
Video 933,182137,40129,9596
Video 934,224869,25610,4091
Video 935,926950,16065,5879
Video 936,416150,6863,5838
Video 937,669732,38059,2270
Video 938,545911,4316,3178
Video 939,693456,18515,1208
Video 940,138337,28127,6360
Video 941,157096,19917,5983
Video 942,701488,20754,7731
Video 943,956466,5950,1470
Video 944,397021,17767,6990
Video 945,485716,45273,9401
Video 946,724986,14957,8995
Video 947,595336,45173,88
Video 948,914989,482,3431
Video 949,710714,1715,8543
Video 950,867280,38022,3081
Video 951,903249,7165,4397
Video 952,719889,10679,7214
Video 953,825080,11596,7320
Video 954,310270,1557,2968
Video 955,405627,14202,5939
Video 956,853153,7238,3877
Video 957,816575,7626,7592
Video 958,974500,33228,5121
Video 959,231618,4420,9788
Video 960,189213,7890,529
Video 961,669510,46459,8861
Video 962,214182,34433,6475
Video 963,507107,29272,8755
Video 964,975583,15814,6128
Video 965,741148,38125,5755
Video 966,872685,15825,41
Video 967,742338,779,5113
Video 968,174542,41051,6388
Video 969,853623,19527,3425
Video 970,154139,43431,5316
Video 971,823620,37750,2024
Video 972,276130,28878,3826
Video 973,966263,5238,19
Video 974,384782,45214,8225
Video 975,319261,37832,2172
Video 976,242483,46381,932
Video 977,194283,43675,9960
Video 978,395459,1569,6715
Video 979,64512,12201,5302
Video 980,894767,13791,1812
Video 981,964835,34125,6487
Video 982,208703,30134,1250
Video 983,772263,161,7096
Video 984,484679,6463,4132
Video 985,976475,14476,5921
Video 986,854569,3113,1196
Video 987,480921,1214,6131
Video 988,630948,5313,9777
Video 989,226215,34415,1061
Video 990,356833,34118,8205
Video 991,305609,47092,8484
Video 992,576450,21865,4167
Video 993,329869,48869,1311
Video 994,757799,4420,511
Video 995,409941,32178,7219
Video 996,889379,17013,8534
Video 997,791851,12884,9871
Video 998,262656,34101,6775
Video 999,338012,42396,141
Video 1000,128319,48549,2316
Video 1001,342504,47358,4442
Video 1002,188279,47394,3038
Video 1003,441303,38270,6862
Video 1004,421600,25843,9604
